"Local, total",26909022,26249172,25545249,703923,659850,15668425,15668425,15262622,405803,0,5154436,4494586,4333886,160700,659850,6086161,6086161,5948741,137420,0,"Local, total"
Counties,15798207,15138357,14711182,427175,659850,5215062,5215062,5084904,130158,0,4701163,4041313,3881068,160245,659850,5881982,5881982,5745210,136772,0,Counties
Municipalities,12101909,11108768,10832020,276748,993141,11443714,10451316,10175671,275645,992398,454016,453273,452818,455,743,204179,204179,203531,648,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Colorado,3940585,3940585,3826901,113684,-,1873320,1873320,1788985,84335,-,754162,754162,748381,5781,-,1313103,1313103,1289535,23568,-,Colorado
State,1760067,1595933,1548175,47758,164134,239388,225799,202739,23060,13589,479475,474261,471875,2386,5214,1041204,895873,873561,22312,145331,State
"Local, total",2344678,2344652,2278726,65926,26,1647547,1647521,1586246,61275,26,279901,279901,276506,3395,0,417230,417230,415974,1256,0,"Local, total"
Counties,965842,963568,929266,34302,2274,509382,509258,479386,29872,124,140190,138392,135168,3224,1798,316270,315918,314712,1206,352,Counties
Municipalities,1382384,1381084,1349460,31624,1300,1139563,1138263,1106860,31403,1300,141509,141509,141338,171,0,101312,101312,101262,50,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Connecticut,2748059,2748059,2678528,69531,-,1236997,1236997,1216711,20286,-,826903,826903,781723,45180,-,684159,684159,680094,4065,-,Connecticut
State,1721264,1710111,1653210,56901,11153,241020,239228,231559,7669,1792,786724,786724,741557,45167,0,693520,684159,680094,4065,9361,State
"Local, total",1040660,1037948,1025318,12630,2712,1000481,997769,985152,12617,2712,40179,40179,40166,13,0,0,0,0,0,0,"Local, total"
Municipalities,532719,532719,529945,2774,0,510735,510735,507974,2761,0,21984,21984,21971,13,0,0,0,0,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Delaware,864358,864358,850545,13813,-,348027,348027,338108,9919,-,207990,207990,205784,2206,-,308341,308341,306653,1688,-,Delaware
State,637666,633838,625994,7844,3828,132830,132830,128776,4054,0,196495,192667,190565,2102,3828,308341,308341,306653,1688,0,State
"Local, total",230533,230520,224551,5969,13,215210,215197,209332,5865,13,15323,15323,15219,104,0,0,0,0,0,0,"Local, total"
Counties,97866,97866,93819,4047,0,87694,87694,83647,4047,0,10172,10172,10172,0,0,0,0,0,0,0,Counties
Municipalities,132728,132654,130732,1922,74,127577,127503,125685,1818,74,5151,5151,5047,104,0,0,0,0,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
District of Columbia,870775,870775,847765,23010,-,593345,593345,575909,17436,-,132515,132515,131686,829,-,144915,144915,140170,4745,-,District of Columbia
"Local, total",870775,870775,847765,23010,0,593345,593345,575909,17436,0,132515,132515,131686,829,0,144915,144915,140170,4745,0,"Local, total"
Municipality,870775,870775,847765,23010,0,593345,593345,575909,17436,0,132515,132515,131686,829,0,144915,144915,140170,4745,0,Municipality
,,,,,,,,,,,,,,,,,,,,,
Florida,14463341,14463341,13967452,495889,-,7848477,7848477,7535931,312546,-,2366274,2366274,2265625,100649,-,4248590,4248590,4165896,82694,-,Florida
State,4266667,4255422,4181088,74334,11245,566008,565858,531968,33890,150,1391961,1380866,1362777,18089,11095,2308698,2308698,2286343,22355,0,State
"Local, total",10207919,10207919,9786364,421555,0,7282619,7282619,7003963,278656,0,985408,985408,902848,82560,0,1939892,1939892,1879553,60339,0,"Local, total"
Counties,6559826,6559826,6235756,324070,0,3819437,3819437,3637960,181477,0,854839,854839,772583,82256,0,1885550,1885550,1825213,60337,0,Counties
Municipalities,3648093,3648093,3550608,97485,0,3463182,3463182,3366003,97179,0,130569,130569,130265,304,0,54342,54342,54340,2,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Georgia,5853342,5853342,5629589,223753,-,2718545,2718545,2576796,141749,-,1215230,1215230,1202428,12802,-,1919567,1919567,1850365,69202,-,Georgia
State,2003111,1923674,1863979,59695,79437,436293,404159,385884,18275,32134,336016,325398,325105,293,10618,1230802,1194117,1152990,41127,36685,State
"Local, total",3930195,3929668,3765610,164058,527,2314684,2314386,2190912,123474,298,889832,889832,877323,12509,0,725679,725450,697375,28075,229,"Local, total"
Counties,2587085,2585524,2488828,96696,1561,1213592,1213512,1150588,62924,80,748659,748659,736648,12011,0,624834,623353,601592,21761,1481,Counties
Municipalities,1352540,1344144,1276782,67362,8396,1104101,1100874,1040324,60550,3227,141173,141173,140675,498,0,107266,102097,95783,6314,5169,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Hawaii,970954,970954,947705,23249,-,459008,459008,440896,18112,-,294487,294487,290197,4290,-,217459,217459,216612,847,-,Hawaii
State,554928,497177,490832,6345,57751,38801,38801,37381,1420,0,249411,240917,236839,4078,8494,266716,217459,216612,847,49257,State
"Local, total",473777,473777,456873,16904,0,420207,420207,403515,16692,0,53570,53570,53358,212,0,0,0,0,0,0,"Local, total"
Counties,173498,169795,166590,3205,3703,145617,144749,141562,3187,868,27881,25046,25028,18,2835,0,0,0,0,0,Counties
Municipalities,303982,303982,290283,13699,0,275458,275458,261953,13505,0,28524,28524,28330,194,0,0,0,0,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Idaho,999574,999574,955098,44476,-,457136,457136,433036,24100,-,199720,199720,194728,4992,-,342718,342718,327334,15384,-,Idaho
State,407561,397764,379767,17997,9797,64370,63361,58417,4944,1009,76447,75901,71550,4351,546,266744,258502,249800,8702,8242,State
"Local, total",601936,601810,575331,26479,126,393775,393775,374619,19156,0,123945,123819,123178,641,126,84216,84216,77534,6682,0,"Local, total"
Counties,387462,384717,367492,17225,2745,191046,189710,179808,9902,1336,111007,110791,110150,641,216,85409,84216,77534,6682,1193,Counties
Municipalities,224928,217093,207839,9254,7835,210718,204065,194811,9254,6653,14210,13028,13028,0,1182,0,0,0,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Illinois,8617635,8617635,8427183,190452,-,5216114,5216114,5053025,163089,-,1549243,1549243,1546022,3221,-,1852278,1852278,1828136,24142,-,Illinois
State,2046360,1919911,1899073,20838,126449,396860,380512,378930,1582,16348,593345,483244,481573,1671,110101,1056155,1056155,1038570,17585,0,State
"Local, total",6697729,6697724,6528110,169614,5,4835607,4835602,4674095,161507,5,1065999,1065999,1064449,1550,0,796123,796123,789566,6557,0,"Local, total"
Counties,2456348,2456348,2428188,28160,0,655395,655395,634233,21162,0,1005939,1005939,1004389,1550,0,795014,795014,789566,5448,0,Counties
Municipalities,4241376,4241376,4099922,141454,0,4180207,4180207,4039862,140345,0,60060,60060,60060,0,0,1109,1109,0,1109,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Indiana,2985507,2985507,2921726,63781,-,1255019,1255019,1215093,39926,-,571764,571764,565934,5830,-,1158724,1158724,1140699,18025,-,Indiana
State,1175826,1070512,1055984,14528,105314,234088,218138,213470,4668,15950,210733,180676,179670,1006,30057,731005,671698,662844,8854,59307,State
"Local, total",1914995,1914995,1865742,49253,0,1036881,1036881,1001623,35258,0,391088,391088,386264,4824,0,487026,487026,477855,9171,0,"Local, total"
Counties,731862,731052,713963,17089,810,197754,197584,192143,5441,170,260779,260146,256272,3874,633,273329,273322,265548,7774,7,Counties
Municipalities,1189722,1180474,1148310,32164,9248,846551,839297,809480,29817,7254,129467,127473,126523,950,1994,213704,213704,212307,1397,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Iowa,1581281,1581281,1544858,36423,-,778562,778562,757789,20773,-,358451,358451,354553,3898,-,444268,444268,432516,11752,-,Iowa
State,678249,646406,628926,17480,31843,102930,97931,89750,8181,4999,280743,254469,250984,3485,26274,294576,294006,288192,5814,570,State
"Local, total",934875,934875,915932,18943,0,680631,680631,668039,12592,0,103982,103982,103569,413,0,150262,150262,144324,5938,0,"Local, total"
Counties,459075,457013,448386,8627,2062,221776,221221,218941,2280,555,89954,89954,89542,412,0,147345,145838,139903,5935,1507,Counties
Municipalities,487921,476913,466600,10313,11008,470266,459410,449098,10312,10856,14028,14028,14027,1,0,3627,3475,3475,0,152,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Kansas,1644767,1644767,1600330,44437,-,798902,798902,776019,22883,-,330250,330250,325999,4251,-,515615,515615,498312,17303,-,Kansas
State,627926,577419,553255,24164,50507,100614,95670,82792,12878,4944,171789,171567,170559,1008,222,355523,310182,299904,10278,45341,State
"Local, total",1067364,1067348,1047075,20273,16,703248,703232,693227,10005,16,158683,158683,155440,3243,0,205433,205433,198408,7025,0,"Local, total"
Counties,504371,504371,492394,11977,0,222929,222929,220257,2672,0,99907,99907,97627,2280,0,181535,181535,174510,7025,0,Counties
Municipalities,574649,557406,549110,8296,17243,491905,474742,467409,7333,17163,58803,58766,57803,963,37,23941,23898,23898,0,43,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Kentucky,2244583,2244583,2194802,49781,-,711531,711531,682659,28872,-,629504,629504,625938,3566,-,903548,903548,886205,17343,-,Kentucky
State,1500986,1426669,1416508,10161,74317,248732,223529,217098,6431,25203,620599,590183,587690,2493,30416,631655,612957,611720,1237,18698,State
"Local, total",817923,817914,778294,39620,9,488002,488002,465561,22441,0,39330,39321,38248,1073,9,290591,290591,274485,16106,0,"Local, total"
Counties,344679,329529,308647,20882,15150,103564,103282,97222,6060,282,29342,29286,28213,1073,56,211773,196961,183212,13749,14812,Counties
Municipalities,488376,488376,469638,18738,0,384720,384720,368339,16381,0,10035,10035,10035,0,0,93621,93621,91264,2357,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Louisiana,3470528,3470528,3326945,143583,-,1614313,1614313,1550163,64150,-,717800,717800,703691,14109,-,1138415,1138415,1073091,65324,-,Louisiana
State,1327248,1072097,1057919,14178,255151,330826,257075,256283,792,73751,334504,316933,315338,1595,17571,661918,498089,486298,11791,163829,State
"Local, total",2419958,2398431,2269026,129405,21527,1357281,1357238,1293880,63358,43,422336,400867,388353,12514,21469,640341,640326,586793,53533,15,"Local, total"
Parishes,1252059,1228906,1151959,76947,23153,565470,565041,525537,39504,429,267131,245054,236829,8225,22077,419458,418811,389593,29218,647,Parishes
Municipalities,1153129,1121756,1070181,51575,31373,805599,792015,768161,23854,13584,173227,155813,151524,4289,17414,174304,173928,150496,23432,376,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Maine,671549,671549,658121,13428,-,294934,294934,289726,5208,-,112490,112490,111388,1102,-,264125,264125,257007,7118,-,Maine
State,354340,348184,339603,8581,6156,96243,90087,89044,1043,6156,91219,91219,90417,802,0,166878,166878,160142,6736,0,State
"Local, total",324442,323365,318518,4847,1077,205034,204847,200682,4165,187,21271,21271,20971,300,0,98137,97247,96865,382,890,"Local, total"
Counties,160976,159277,156422,2855,1699,46478,46291,44118,2173,187,15761,15739,15439,300,22,98737,97247,96865,382,1490,Counties
Municipalities,78694,78694,77853,841,0,76200,76200,75359,841,0,2494,2494,2494,0,0,0,0,0,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Maryland,5481327,5481327,5378757,102570,-,2649094,2649094,2621335,27759,-,932931,932931,919715,13216,-,1899302,1899302,1837707,61595,-,Maryland
State,2706636,2604907,2522627,82280,101729,615231,520157,511006,9151,95074,615170,610803,598110,12693,4367,1476235,1473947,1413511,60436,2288,State
"Local, total",2876420,2876420,2856130,20290,0,2128937,2128937,2110329,18608,0,322128,322128,321605,523,0,425355,425355,424196,1159,0,"Local, total"
Counties,2057483,2057483,2044375,13108,0,1370966,1370966,1359539,11427,0,261162,261162,260640,522,0,425355,425355,424196,1159,0,Counties
Municipalities,818937,818937,811755,7182,0,757971,757971,750790,7181,0,60966,60966,60965,1,0,0,0,0,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Massachusetts,4709366,4709366,4538487,170879,-,2501975,2501975,2444987,56988,-,1087928,1087928,1024646,63282,-,1119463,1119463,1068854,50609,-,Massachusetts
State,3051185,2968810,2837512,131298,82375,905695,826634,809221,17413,79061,1023865,1022713,959437,63276,1152,1121625,1119463,1068854,50609,2162,State
"Local, total",1740556,1740556,1700975,39581,0,1675341,1675341,1635766,39575,0,65215,65215,65209,6,0,0,0,0,0,0,"Local, total"
Counties,734,734,734,0,0,0,0,0,0,0,734,734,734,0,0,0,0,0,0,0,Counties
Municipalities,1035852,1035852,1023076,12776,0,1001786,1001786,989015,12771,0,34066,34066,34061,5,0,0,0,0,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Michigan,6174967,6174967,6074765,100202,-,2508826,2508826,2462692,46134,-,1144867,1144867,1125309,19558,-,2521274,2521274,2486764,34510,-,Michigan
State,2669650,2505110,2494938,10172,164540,487890,458132,450704,7428,29758,280766,176443,176429,14,104323,1900994,1870535,1867805,2730,30459,State
"Local, total",3674326,3669857,3579827,90030,4469,2050747,2050694,2011988,38706,53,972840,968424,948880,19544,4416,650739,650739,618959,31780,0,"Local, total"
Counties,2000598,1988806,1919309,69497,11792,540960,534331,514155,20176,6629,809943,804780,787239,17541,5163,649695,649695,617915,31780,0,Counties
Municipalities,1423858,1380334,1370164,10170,43524,1269325,1228295,1220116,8179,41030,150995,150995,149004,1991,0,3539,1044,1044,0,2495,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Minnesota,3666671,3666671,3572461,94210,-,1922389,1922389,1865073,57316,-,731454,731454,728652,2802,-,1012828,1012828,978736,34092,-,Minnesota
State,1528962,1332786,1300002,32784,196176,446435,332699,329238,3461,113736,462410,451309,448810,2499,11101,620117,548778,521954,26824,71339,State
"Local, total",2333974,2333885,2272459,61426,89,1589714,1589690,1535835,53855,24,280145,280145,279842,303,0,464115,464050,456782,7268,65,"Local, total"
Counties,1382237,1368863,1326772,42091,13374,653028,653028,618481,34547,0,252097,252097,251821,276,0,477112,463738,456470,7268,13374,Counties
Municipalities,983326,963072,943737,19335,20254,954100,934712,915404,19308,19388,28859,28048,28021,27,811,367,312,312,0,55,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Mississippi,1515270,1515270,1447045,68225,-,742476,742476,714515,27961,-,274914,274914,269689,5225,-,497880,497880,462841,35039,-,Mississippi
State,609351,540193,532209,7984,69158,138506,120016,118032,1984,18490,134454,125887,122646,3241,8567,336391,294290,291531,2759,42101,State
"Local, total",975092,975077,914836,60241,15,622469,622460,596483,25977,9,149027,149027,147043,1984,0,203596,203590,171310,32280,6,"Local, total"
Counties,580464,580394,540343,40051,70,263978,263945,257892,6053,33,115201,115188,113470,1718,13,201285,201261,168981,32280,24,Counties
Municipalities,398593,394683,374493,20190,3910,359045,358515,338591,19924,530,33839,33839,33573,266,0,5709,2329,2329,0,3380,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Missouri,3265524,3265524,3138344,127180,-,1743596,1743596,1672385,71211,-,561483,561483,522031,39452,-,960445,960445,943928,16517,-,Missouri
State,1311849,1263269,1206519,56750,48580,230785,230785,193592,37193,0,266736,257973,252106,5867,8763,814328,774511,760821,13690,39817,State
"Local, total",2002330,2002255,1931825,70430,75,1512854,1512811,1478793,34018,43,303542,303510,269925,33585,32,185934,185934,183107,2827,0,"Local, total"
Counties,724130,723879,678669,45210,251,383685,383685,373999,9686,0,205453,205202,171748,33454,251,134992,134992,132922,2070,0,Counties
Municipalities,1278709,1277638,1253156,24482,1071,1130196,1129126,1104794,24332,1070,98308,98308,98177,131,0,50205,50204,50185,19,1,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Montana,759214,759214,742000,17214,-,290296,290296,279333,10963,-,211354,211354,209877,1477,-,257564,257564,252790,4774,-,Montana
State,398456,397392,393152,4240,1064,38763,37699,36892,807,1064,147487,147487,146594,893,0,212206,212206,209666,2540,0,State
"Local, total",361835,361822,348848,12974,13,252609,252597,242441,10156,12,63868,63867,63283,584,1,45358,45358,43124,2234,0,"Local, total"
Counties,224514,224422,214607,9815,92,134889,134820,127823,6997,69,47688,47684,47100,584,4,41937,41918,39684,2234,19,Counties
Municipalities,137850,137400,134241,3159,450,118194,117777,114618,3159,417,16216,16183,16183,0,33,3440,3440,3440,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Nebraska,1144074,1144074,1101935,42139,-,458774,458774,430331,28443,-,185796,185796,180551,5245,-,499504,499504,491053,8451,-,Nebraska
State,535772,516245,507696,8549,19527,94821,75300,70973,4327,19521,78140,78134,78061,73,6,362811,362811,358662,4149,0,State
"Local, total",627955,627829,594239,33590,126,383474,383474,359358,24116,0,107682,107662,102490,5172,20,136799,136693,132391,4302,106,"Local, total"
Counties,345143,342823,330797,12026,2320,102913,102913,100289,2624,0,103346,103217,98117,5100,129,138884,136693,132391,4302,2191,Counties
Municipalities,293427,285006,263442,21564,8421,285461,280561,259069,21492,4900,4445,4445,4373,72,0,3521,0,0,0,3521,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Nevada,2371777,2371777,2317060,54717,-,1184344,1184344,1153505,30839,-,475658,475658,471303,4355,-,711775,711775,692252,19523,-,Nevada
State,451146,434706,413384,21322,16440,84059,82497,76959,5538,1562,83929,75532,74450,1082,8397,283158,276677,261975,14702,6481,State
"Local, total",1938315,1937071,1903676,33395,1244,1101847,1101847,1076546,25301,0,401294,400126,396853,3273,1168,435174,435098,430277,4821,76,"Local, total"
Counties,1458931,1458855,1432584,26271,76,800232,800232,777590,22642,0,322208,322208,319425,2783,0,336491,336415,335569,846,76,Counties
Municipalities,616595,478216,471092,7124,138379,438826,301615,298956,2659,137211,79086,77918,77428,490,1168,98683,98683,94708,3975,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
New Hampshire,732970,732970,713807,19163,-,393751,393751,383784,9967,-,140763,140763,137217,3546,-,198456,198456,192806,5650,-,New Hampshire
State,296151,295396,279072,16324,755,62254,62241,55113,7128,13,111845,111103,107557,3546,742,122052,122052,116402,5650,0,State
"Local, total",438613,437574,434735,2839,1039,332549,331510,328671,2839,1039,29660,29660,29660,0,0,76404,76404,76404,0,0,"Local, total"
Counties,120944,120903,120885,18,41,26149,26149,26131,18,0,18393,18352,18352,0,41,76402,76402,76402,0,0,Counties
Municipalities,112298,112298,111384,914,0,108632,108632,107718,914,0,3666,3666,3666,0,0,0,0,0,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
New Jersey,7020762,7020762,6932146,88616,-,3445147,3445147,3405894,39253,-,1532487,1532487,1521136,11351,-,2043128,2043128,2005116,38012,-,New Jersey
State,3046312,2812871,2765472,47399,233441,706311,518231,505572,12659,188080,947085,946363,935386,10977,722,1392916,1348277,1324514,23763,44639,State
"Local, total",4208397,4207891,4166674,41217,506,2927422,2926916,2900322,26594,506,586124,586124,585750,374,0,694851,694851,680602,14249,0,"Local, total"
Counties,1358545,1357075,1336719,20356,1470,312947,312947,307155,5792,0,349277,349277,348962,315,0,696321,694851,680602,14249,1470,Counties
Municipalities,1671514,1606267,1596367,9900,65247,1534860,1470210,1460310,9900,64650,136654,136057,136057,0,597,0,0,0,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
New Mexico,1726274,1726274,1695432,30842,-,700699,700699,682081,18618,-,329352,329352,321489,7863,-,696223,696223,691862,4361,-,New Mexico
State,927432,904515,892698,11817,22917,157414,137954,132257,5697,19460,292388,292328,288415,3913,60,477630,474233,472026,2207,3397,State
"Local, total",822729,821759,802734,19025,970,562770,562745,549824,12921,25,37130,37024,33074,3950,106,222829,221990,219836,2154,839,"Local, total"
Counties,410695,403943,394141,9802,6752,175019,171729,167540,4189,3290,13059,12975,9494,3481,84,222617,219239,217107,2132,3378,Counties
Municipalities,421228,417816,408593,9223,3412,391530,391016,382284,8732,514,24155,24049,23580,469,106,5543,2751,2729,22,2792,Municipalities
,,,,,,,,,,,,,,,,,,,,,
New York,20603123,20603123,19677529,925594,-,9922163,9922163,9469395,452768,-,4157154,4157154,4080823,76331,-,6523806,6523806,6127311,396495,-,New York
State,7190426,6686604,6326072,360532,503822,982307,813266,771325,41941,169041,2819424,2626230,2584649,41581,193194,3388695,3247108,2970098,277010,141587,State
"Local, total",13935785,13916519,13351457,565062,19266,9108897,9108897,8698070,410827,0,1530924,1530924,1496174,34750,0,3295964,3276698,3157213,119485,19266,"Local, total"
Counties,3997416,3978150,3906199,71951,19266,1969585,1969585,1903471,66114,0,542964,542964,541846,1118,0,1484867,1465601,1460882,4719,19266,Counties
Municipalities,9162584,9162584,8695602,466982,0,6522546,6522546,6202263,320283,0,829627,829627,797694,31933,0,1810411,1810411,1695645,114766,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
North Carolina,5858914,5858914,5556925,301989,-,3271484,3271484,3050405,221079,-,764090,764090,727952,36138,-,1823340,1823340,1778568,44772,-,North Carolina
State,2651227,2625398,2544157,81241,25829,725037,713301,664020,49281,11736,669268,655175,642955,12220,14093,1256922,1256922,1237182,19740,0,State
"Local, total",3237065,3233516,3012768,220748,3549,2560394,2558183,2386385,171798,2211,108915,108915,84997,23918,0,567756,566418,541386,25032,1338,"Local, total"
Counties,1802058,1781254,1658741,122513,20804,1157958,1140531,1066868,73663,17427,78995,78995,55149,23846,0,565105,561728,536724,25004,3377,Counties
Municipalities,1459439,1452262,1354027,98235,7177,1424799,1417652,1319517,98135,7147,29920,29920,29848,72,0,4720,4690,4662,28,30,Municipalities
,,,,,,,,,,,,,,,,,,,,,
North Dakota,509458,509458,471211,38247,-,208038,208038,199326,8712,-,126297,126297,122633,3664,-,175123,175123,149252,25871,-,North Dakota
State,236347,233293,226640,6653,3054,27376,27376,25628,1748,0,108016,105361,101724,3637,2655,100955,100556,99288,1268,399,State
"Local, total",276233,276165,244571,31594,68,180668,180662,173698,6964,6,20997,20936,20909,27,61,74568,74567,49964,24603,1,"Local, total"
Counties,160413,160250,132565,27685,163,70331,70291,67228,3063,40,15769,15708,15689,19,61,74313,74251,49648,24603,62,Counties
Municipalities,118242,115915,112006,3909,2327,112560,110371,106470,3901,2189,5234,5228,5220,8,6,448,316,316,0,132,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Ohio,7635162,7635162,7487007,148155,-,3882318,3882318,3824406,57912,-,1746255,1746255,1728820,17435,-,2006589,2006589,1933781,72808,-,Ohio
State,2613716,2209737,2131704,78033,403979,363131,322419,317682,4737,40712,492190,349836,347589,2247,142354,1758395,1537482,1466433,71049,220913,State
