"Dallas, TX",4397,4382,4387,27033,6162,4046,4045,4045,25194,6228,351,337,342,1839,5364,0,0,0,0,-,"Dallas, TX"
"Denver, CO",3660,3560,3614,26708,7429,2206,2147,2182,16034,7422,675,634,653,4720,7192,779,779,779,5954,7643,"Denver, CO"
"Detroit, MI",3805,3805,3805,24944,6556,3188,3188,3188,21651,6791,617,617,617,3293,5337,0,0,0,0,-,"Detroit, MI"
"El Paso, TX",1363,1362,1363,6760,4961,1238,1238,1238,6252,5050,125,124,125,509,4074,0,0,0,0,-,"El Paso, TX"
"Fort Worth, TX",2761,2450,2516,14406,5814,2276,2084,2131,12613,6013,485,366,385,1793,4683,0,0,0,0,-,"Fort Worth, TX"
"Fresno, CA",1056,1021,1048,7579,7343,1024,989,1016,7347,7346,32,32,32,231,7232,0,0,0,0,-,"Fresno, CA"
,,,,,,,,,,,,,,,,,,,,,
"Honolulu, HI",3300,3226,3243,21928,6785,2859,2795,2806,20040,7160,441,431,437,1889,4354,0,0,0,0,-,"Honolulu, HI"
"Houston, TX",7034,6972,6990,44466,6343,6491,6489,6490,41954,6465,543,483,500,2512,4705,0,0,0,0,-,"Houston, TX"
"Indianapolis, IN",3896,3794,3819,15329,4017,1936,1878,1889,9081,4818,1244,1205,1217,3877,3178,716,711,713,2371,3327,"Indianapolis, IN"
"Jacksonville, FL",3039,3039,3039,13550,4459,2123,2123,2123,9823,4627,96,96,96,619,6444,820,820,820,3109,3791,"Jacksonville, FL"
"Kansas City, MO",1968,1967,1968,5191,2637,1894,1894,1894,4976,2627,74,73,74,214,2871,0,0,0,0,-,"Kansas City, MO"
"Las Vegas, NV",559,555,557,4052,7288,56,56,56,427,7625,219,215,217,1443,6680,284,284,284,2182,7683,"Las Vegas, NV"
,,,,,,,,,,,,,,,,,,,,,
"Long Beach, CA",1274,1189,1240,11073,9151,1168,1093,1138,10268,9252,106,96,102,805,8005,0,0,0,0,-,"Long Beach, CA"
"Los Angeles, CA",13971,13861,13914,123902,8923,13060,12960,13007,114552,8825,911,901,907,9350,10326,0,0,0,0,-,"Los Angeles, CA"
"Louisville, KY",2916,2762,2866,12420,4400,1682,1606,1664,8038,4927,538,461,506,1708,3398,696,695,696,2674,3846,"Louisville, KY"
"Memphis, TN",2826,2533,2738,12233,4617,2765,2473,2676,11884,4589,61,60,62,349,5789,0,0,0,0,-,"Memphis, TN"
"Mesa, AZ",1340,1324,1337,8662,6515,1202,1187,1199,7785,6532,138,137,138,877,6373,0,0,0,0,-,"Mesa, AZ"
"Miami, FL",1492,1450,1470,8258,5658,1451,1409,1429,7931,5591,41,41,41,327,7974,0,0,0,0,-,"Miami, FL"
,,,,,,,,,,,,,,,,,,,,,
"Milwaukee, WI",2591,2392,2458,15184,6282,2506,2307,2373,14633,6274,85,85,85,551,6478,0,0,0,0,-,"Milwaukee, WI"
"Minneapolis, MN",1345,1345,1345,8724,6486,1241,1241,1241,8020,6462,104,104,104,705,6774,0,0,0,0,-,"Minneapolis, MN"
"Nashville, TN",3620,3335,3472,16160,4721,1950,1776,1854,9191,5063,633,596,620,2920,4782,1037,963,998,4049,4053,"Nashville, TN"
"New Orleans, LA",2653,2564,2618,10743,4140,1555,1548,1551,6552,4230,366,323,354,1341,3937,732,693,713,2849,4033,"New Orleans, LA"
"New York, NY",72453,69591,71333,517802,7372,53943,51408,52931,378121,7285,6056,5849,5990,38943,6544,12454,12334,12412,100738,8127,"New York, NY"
"Newark, NJ",1401,1264,1322,6049,4681,1269,1132,1190,5591,4822,132,132,132,458,3468,0,0,0,0,-,"Newark, NJ"
,,,,,,,,,,,,,,,,,,,,,
"Oakland, CA",1323,1202,1266,12443,10140,1252,1131,1195,11736,10151,71,71,71,707,9960,0,0,0,0,-,"Oakland, CA"
"Oklahoma City, OK",1556,1419,1468,9855,6862,1458,1324,1371,9426,7034,67,64,66,274,4222,31,31,31,154,4983,"Oklahoma City, OK"
"Omaha, NE",1051,979,1015,6631,6628,1017,948,982,6406,6621,34,31,33,225,6840,0,0,0,0,-,"Omaha, NE"
"Philadelphia, PA",13838,12974,13231,78203,5945,7980,7124,7378,50703,6969,3248,3240,3243,14126,4353,2610,2610,2610,13375,5124,"Philadelphia, PA"
"Phoenix, AZ",4456,4418,4433,29334,6623,3977,3961,3965,26630,6720,479,457,468,2704,5779,0,0,0,0,-,"Phoenix, AZ"
"Pittsburgh, PA",1079,954,1054,6827,6927,1046,929,1022,6683,6991,33,25,32,143,4561,0,0,0,0,-,"Pittsburgh, PA"
,,,,,,,,,,,,,,,,,,,,,
"Portland, OR",1374,1360,1368,10101,7385,1306,1296,1302,9531,7332,68,64,66,571,8464,0,0,0,0,-,"Portland, OR"
"Raleigh, NC",948,894,917,4335,4780,926,872,895,4150,4688,22,22,22,185,8419,0,0,0,0,-,"Raleigh, NC"
"Riverside, CA",623,578,592,4421,7471,595,553,566,4213,7454,28,25,26,208,7867,0,0,0,0,-,"Riverside, CA"
"Sacramento, CA",1118,980,1032,10235,10158,1075,937,989,9867,10232,43,43,43,368,8549,0,0,0,0,-,"Sacramento, CA"
"San Antonio, TX",2932,2707,2815,18756,6849,2740,2527,2629,17784,6961,192,180,186,972,5276,0,0,0,0,-,"San Antonio, TX"
"San Diego, CA",2887,2702,2758,22590,8255,2528,2364,2410,19944,8349,359,338,348,2647,7602,0,0,0,0,-,"San Diego, CA"
,,,,,,,,,,,,,,,,,,,,,
"San Francisco, CA",6052,5867,6015,55717,9382,2882,2840,2887,30890,10815,1593,1542,1578,13881,8829,1577,1485,1550,10946,7217,"San Francisco, CA"
"San Jose, CA",1636,1350,1517,11874,8382,1568,1296,1458,11266,8307,68,54,59,608,10176,0,0,0,0,-,"San Jose, CA"
"Santa Ana, CA",578,489,512,5198,10456,572,483,506,5145,10476,6,6,6,53,8805,0,0,0,0,-,"Santa Ana, CA"
"Seattle, WA",2375,2294,2358,21029,9021,1958,1930,1964,18293,9415,370,325,349,2438,6939,47,39,45,299,6870,"Seattle, WA"
"St Louis, MO",2659,2655,2658,12296,4628,1698,1698,1698,8772,5166,566,562,565,2248,3984,395,395,395,1275,3229,"St Louis, MO"
"Tampa, FL",1246,1196,1247,8505,7005,1208,1162,1203,8222,6989,38,34,44,283,7567,0,0,0,0,-,"Tampa, FL"
,,,,,,,,,,,,,,,,,,,,,
"Toledo, OH",885,885,885,4533,5121,679,679,679,3808,5608,206,206,206,724,3516,0,0,0,0,-,"Toledo, OH"
"Tucson, AZ",1557,1528,1546,9028,5863,1329,1306,1322,7948,6046,228,222,224,1080,4785,0,0,0,0,-,"Tucson, AZ"
"Tulsa, OK",995,939,948,5466,5801,925,879,887,5118,5809,70,60,61,347,5671,0,0,0,0,-,"Tulsa, OK"
"Virginia Beach, VA",1749,1625,1685,8030,4837,935,882,907,4572,5108,276,235,255,1220,4953,538,508,523,2239,4313,"Virginia Beach, VA"
"Washington, DC",7734,7651,7726,56577,7332,4350,4349,4350,32650,7507,2025,1967,2018,15148,7513,1359,1335,1358,8779,6498,"Washington, DC"
"Wichita, KS",925,884,910,4720,5232,812,788,809,4294,5345,86,72,75,340,4594,27,24,26,87,3435,"Wichita, KS"
