"Pinellas, FL",3073,2871,2952,15074,5160,1339,1186,1234,6871,5660,485,484,485,1844,3803,1249,1201,1233,6358,5212,"Pinellas, FL"
"Polk, FL",2427,2173,2278,9047,4043,1275,1051,1144,4738,4352,637,607,619,2315,3654,515,515,515,1994,3873,"Polk, FL"
"Prince Georges, MD",3661,3418,3612,23722,6755,2621,2483,2580,17040,6738,467,373,456,2512,5974,573,562,576,4171,7350,"Prince Georges, MD"
"Riverside, CA",5781,5765,5775,47683,8258,2386,2373,2380,22068,9277,903,900,903,9109,10098,2492,2492,2492,16506,6624,"Riverside, CA"
"Sacramento, CA",3628,3332,3470,30217,8781,1501,1463,1477,13449,9156,547,503,523,4967,9517,1580,1366,1470,11802,8109,"Sacramento, CA"
"Salt Lake, UT",1861,1533,1631,6904,4360,889,587,675,3165,5070,380,360,368,1880,5154,592,586,588,1858,3160,"Salt Lake, UT"
"San Bernardino, CA",5603,5481,5541,36501,6604,2008,1941,1972,13970,7126,1378,1353,1366,9575,7031,2217,2187,2203,12956,5876,"San Bernardino, CA"
,,,,,,,,,,,,,,,,,,,,,
"San Diego, CA",8244,7979,8165,48646,5961,2753,2686,2757,15825,5770,3224,3057,3147,21047,6673,2267,2236,2261,11774,5218,"San Diego, CA"
"San Joaquin, CA",1561,1420,1490,10984,7505,376,341,363,3257,9306,536,478,504,3717,7454,649,601,623,4010,6523,"San Joaquin, CA"
"San Mateo, CA",1485,1412,1463,12926,8956,410,388,401,4304,10816,463,456,458,3524,7703,612,568,604,5098,8691,"San Mateo, CA"
"Santa Clara, CA",4550,4321,4425,39286,8924,789,673,720,7022,9915,1918,1866,1891,16227,8593,1843,1782,1814,16038,8896,"Santa Clara, CA"
"Shelby, TN",3425,3215,3350,12729,3844,777,728,749,3246,4377,1595,1447,1555,5690,3730,1053,1040,1046,3793,3628,"Shelby, TN"
"Snohomish, WA",1163,1150,1158,7100,6142,362,361,362,2454,6793,348,339,344,2096,6106,453,450,452,2550,5648,"Snohomish, WA"
"St. Louis, MO",2028,1951,1986,9087,4593,1163,1142,1151,5728,4977,522,473,497,2115,4308,343,336,338,1245,3689,"St. Louis, MO"
,,,,,,,,,,,,,,,,,,,,,
"Stanislaus, CA",1303,1190,1251,7804,6330,674,590,636,4331,6993,376,359,367,2138,5863,253,241,248,1335,5400,"Stanislaus, CA"
"Suffolk, NY",5519,5025,5226,44808,8791,3373,2913,3096,30957,10437,531,503,516,3694,7211,1615,1609,1614,10157,6303,"Suffolk, NY"
"Summit, OH",1250,1205,1228,4891,3998,223,213,219,983,4525,559,540,549,1956,3559,468,452,460,1952,4273,"Summit, OH"
"Tarrant, TX",2881,2794,2830,14147,5028,471,460,465,2564,5530,1176,1133,1153,6407,5607,1234,1201,1212,5176,4289,"Tarrant, TX"
"Travis, TX",4613,4532,4550,18157,3995,831,831,831,4230,5091,1867,1792,1807,6860,3804,1915,1909,1912,7066,3698,"Travis, TX"
"Tulsa, OK",1035,982,1018,3286,3293,643,628,636,2061,3254,238,214,236,747,3394,154,140,146,478,3315,"Tulsa, OK"
"Union, NJ",1005,970,988,6854,7003,524,494,508,3064,6120,117,112,116,968,8453,364,364,364,2822,7754,"Union, NJ"
,,,,,,,,,,,,,,,,,,,,,
"Utah, UT",504,441,466,2413,5286,163,140,148,779,5387,87,83,85,465,5505,254,218,233,1170,5138,"Utah, UT"
"Ventura, CA",2598,2514,2554,22135,8717,775,722,746,7733,10575,1065,1045,1056,8723,8257,758,747,752,5679,7564,"Ventura, CA"
"Wake, NC",955,952,954,5278,5531,489,488,488,2706,5540,14,14,14,114,8119,452,450,452,2458,5441,"Wake, NC"
"Washington, OR",961,773,902,5769,6662,583,494,568,3752,6937,135,117,129,871,6542,243,162,205,1147,5909,"Washington, OR"
"Wayne, MI",1955,1881,1932,10605,5501,252,252,252,1390,5516,1024,975,1001,5069,5007,679,654,679,4145,6231,"Wayne, MI"
"Westchester, NY",1819,1794,1807,15907,8827,425,417,421,4271,10188,322,315,319,2752,8673,1072,1062,1067,8883,8339,"Westchester, NY"
"Will, IL",1199,1134,1162,6419,5558,405,380,393,2463,6343,414,396,401,1736,4323,380,358,368,2220,6089,"Will, IL"
